kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
14050118,Taman Sriwijaya,Jl. Sriwijaya,Jakarta Selatan,Kebayoran Baru,Selong,1960,Taman Lingkungan
14050129,Taman Hal. Kany. Walikota Jaksel,Jl. Trunojoyo,Jakarta Selatan,Kebayoran Baru,Selong,2759,Taman Lingkungan
14050095,Taman Belitung III,Jl. Belitung,Jakarta Selatan,Kebayoran Baru,Selong,1926,Taman Lingkungan
14050055,Taman Empu Sendok Luar,Jl Empu Sendok Luar,Jakarta Selatan,Kebayoran Baru,Selong,681,Taman Lingkungan
814050107,"Taman Senopati, arah danayasa, segi-3",Jl. Rajasa,Jakarta Selatan,Kebayoran Baru,Selong,200,Taman Lingkungan
14050116,Taman Gunawarman Barat,Jl. Gunawarman Barat,Jakarta Selatan,Kebayoran Baru,Selong,1691,Taman Lingkungan
14050093,Taman Suren,Jl. Suren,Jakarta Selatan,Kebayoran Baru,Selong,1924,Taman Lingkungan
14050071,Taman Senjaya,Jl. Senjaya 5,Jakarta Selatan,Kebayoran Baru,Selong,2173.2,Taman Lingkungan
814050095,Taman Patung Pemuda (Bund. Senayan),Jl. Jend. Sudirman,Jakarta Selatan,Kebayoran Baru,Selong,1804,Taman Lingkungan
14050069,Taman Sriwijaya I,Jl Sriwijaya,Jakarta Selatan,Kebayoran Baru,Selong,146,Taman Lingkungan
14050110,Taman Bangkeng,Jl. Pulo Kembang,Jakarta Selatan,Kebayoran Baru,Selong,665,Taman Lingkungan
14050128,Taman Darmajaya,Jl. Tulodong Bawah V,Jakarta Selatan,Kebayoran Baru,Senayan,290,Taman Lingkungan
814050065,Taman Bakin/Kedutaan Cina,Jl. Jendral Sudirman,Jakarta Selatan,Kebayoran Baru,Senayan,200,Taman Lingkungan
814050124,Taman Darmajaya,Jl. Darmajaya,Jakarta Selatan,Kebayoran Baru,Senayan,350,Taman Lingkungan
814010031,Taman Teuku Nyak Arief,Jl Teuku Nyak Arief,Jakarta Selatan,Kebayoran Lama,Grogol Selatan,2210,Taman Lingkungan
814010016,Taman F.O Permata Hijau,Jl. Putri Hijau,Jakarta Selatan,Kebayoran Lama,Grogol Selatan,5700,Taman Lingkungan
814010014,Taman Jiban,Jl Jiban,Jakarta Selatan,Kebayoran Lama,Grogol Selatan,867,Taman Lingkungan
814010034,Taman Putri Hijau Sisi Rel KA,Jl Putri Hijau,Jakarta Selatan,Kebayoran Lama,Grogol Selatan,536,Taman Lingkungan
814010017,"Taman Permata Hijau, pulau-pulau",Jl. Putri Hijau,Jakarta Selatan,Kebayoran Lama,Grogol Selatan,625,Taman Lingkungan
814010015,Taman Segitiga Permata Hijau,Jl Putri Hijau,Jakarta Selatan,Kebayoran Lama,Grogol Selatan,193,Taman Lingkungan
814010035,Taman Segitiga Depan Hero,Jl Permata Hijau,Jakarta Selatan,Kebayoran Lama,Grogol Utara,525,Taman Lingkungan
814010033,Taman Segitiga Boulevard,Jl Permata Hijau,Jakarta Selatan,Kebayoran Lama,Grogol Utara,278,Taman Lingkungan
814010021,Taman Cempaka,Jl. Cempaka,Jakarta Selatan,Kebayoran Lama,Grogol Utara,564,Taman Lingkungan
814010019,Taman Kenanga,Jl Kenangan,Jakarta Selatan,Kebayoran Lama,Grogol Utara,845,Taman Lingkungan
814010036,Taman Grogol Utara Rw 07,Jl Patal Senayan,Jakarta Selatan,Kebayoran Lama,Grogol Utara,533,Taman Lingkungan
814010032,Taman Pirus,Jl Pirus,Jakarta Selatan,Kebayoran Lama,Grogol Utara,2146,Taman Lingkungan
814010020,Taman Melati (Grogol Utr),Jl Melati,Jakarta Selatan,Kebayoran Lama,Grogol Utara,492,Taman Lingkungan
814010007,Taman Bendi Blok A,Jl Delman Indah,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,152,Taman Lingkungan
814010028,Taman Bendi Barat Bagian Utara,Jl Bendi Barat,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,6262,Taman Lingkungan
814010012,Taman Makarya I,Jl Cendrawasih,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,1868,Taman Lingkungan
814010024,Taman Bendi Elok,Jl Delman Indah,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,723,Taman Lingkungan
814010030,Taman Makarya II,Jl Cendrawasih,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,835,Taman Lingkungan
814010027,Taman Bendi Barat Bagian Selatan,Jl Bendi Barat,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Selatan,12601,Taman Lingkungan
814010011,Taman Delman Asri IV,Jl Delman Asri IV,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,1079,Taman Lingkungan
814010023,Taman Gandaria Trafo,Jl Iskandar Muda,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,989,Taman Lingkungan
814010009,Taman Bendi Raya Lanjutan,Jl. Bendi IV,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,50,Taman Lingkungan
934010001,Taman Jln Peninggaran Keb Lama,Jl. Peninggaran,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,715,Taman Lingkungan
814010026,Taman Bendi Timur Bagian Utara,Jl Bendi Timur,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,4104,Taman Lingkungan
814010010,Taman Segi-3 Arteri Simprug By Pass,Jl. Arteri Simprug By Pass,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,1200,Taman Lingkungan
814010022,Taman Segitiga Gandaria,Jl Iskandar Muda,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,258,Taman Lingkungan
814010008,Taman Bendi Raya,Jl Bendi Raya,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,1073,Taman Lingkungan
934010002,Taman Peninggaran RW 09 Keb lama,Jl Peninggaran RW 09 Keb lama,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,550,Taman Lingkungan
814010025,Taman Bendi Timur Bagian Selatan,Jl Bendi Timur,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,17556,Taman Lingkungan
814010013,Taman Praja,Jl Praja,Jakarta Selatan,Kebayoran Lama,Kebayoran Lama Utara,694,Taman Lingkungan
814010005,Taman H. Muhi VIII,Jl Muhi VIII,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,312,Taman Lingkungan
814010003,Taman H. Muhi,Jl. H. Muhi,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,2000,Taman Lingkungan
814010001,Taman Segitiga Pasar Jumat,Jl. Ciputat Raya,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,500,Taman Lingkungan
814010006,Taman H. Muhi IX,Jl Muhi XI,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,196,Taman Lingkungan
814010004,Taman H. Muhi VII,Jl Muhi VII,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,1993,Taman Lingkungan
814010002,Taman Segitiga Pondok Pinang,Jl Ciputat Raya,Jakarta Selatan,Kebayoran Lama,Pondok Pinang,346,Taman Lingkungan
814040004,Taman Canadiyanti,Jl. Bank,Jakarta Selatan,Mampang Prapatan,,717.9,Taman Lingkungan
814040005,Taman Pondok Karya,Jl. Pondok Karya,Jakarta Selatan,Mampang Prapatan,,1747.6,Taman Lingkungan
814040002,Taman Kemang 8,Jl. Kemang 8,Jakarta Selatan,Mampang Prapatan,Bangka,2306.1,Taman Lingkungan
814040003,Taman Kemang Utara (Bangka A),Jl. Kemang Utara 9,Jakarta Selatan,Mampang Prapatan,Bangka,1652,Taman Lingkungan
814040001,Taman Kemang,Jl. Kemang Raya,Jakarta Selatan,Mampang Prapatan,Bangka,572.6,Taman Lingkungan
814040008,Taman Tegal Parang Fly Over,Jl. Jend. Gatot Subroto,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,751.7,Taman Lingkungan
814040006,"Taman Kuningan Barat, segi-3",Jl. Kapten Tendean,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,102.9,Taman Lingkungan
814040011,Taman Kapten Tendean,Jl. Kapten Tendean,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,346.8,Taman Lingkungan
814040009,Taman Pulau-Pulau Mampang,Jl. Kapten Tendean,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,496.2,Taman Lingkungan
814040007,Taman Tegal Parang Utara,Jl. Tegal Parang Utara,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,318.3,Taman Lingkungan
814040012,Taman Interaktif,Jl. Kamboja,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,962.5,Taman Lingkungan
814040010,Taman Fly Over Mampang Prapatan,Jl. Kapten Tendean,Jakarta Selatan,Mampang Prapatan,Mampang Prapatan,1763.6,Taman Lingkungan
844040004,Taman Kant Kec Mamp Prapatan,Jl. Mampang Prapatan XIII,Jakarta Selatan,Mampang Prapatan,Tegal Parang,4870.2,Taman Lingkungan
814041007,Taman Depan STEKPI,Jl. Duren Tiga Timur,Jakarta Selatan,Pancoran,,870,Taman Lingkungan
814041027,Taman Komp. Zeni AD V A,Jl Zeni AD V,Jakarta Selatan,Pancoran,,515.8,Taman Lingkungan
814041016,Taman Komplek Polri III,Jl. Pegadegan Utara VII,Jakarta Selatan,Pancoran,,250,Taman Lingkungan
814041005,Taman Pengadegan Selatan I,Jl. Rawajati Barat,Jakarta Selatan,Pancoran,,2561,Taman Lingkungan
814041014,Taman Komplek Polri I,Jl. Pegadegan Utara V,Jakarta Selatan,Pancoran,,3658,Taman Lingkungan
814041010,Taman Pengadengan Timur,Jl. Pengadegan Timur,Jakarta Selatan,Pancoran,,398,Taman Lingkungan
814041030,Taman Pulo Jl. Rawajati Barat,Jl Rawajati Barat/Pahlawan Kalibata,Jakarta Selatan,Pancoran,,145.4,Taman Lingkungan
814041008,Taman Pengadegan Selatan II ( Dep. Dipo ),Jl. Pengadegan Selatan 2,Jakarta Selatan,Pancoran,,181.6,Taman Lingkungan
814041028,Taman Komp. Zeni AD V B,Jl. Zeni AD V,Jakarta Selatan,Pancoran,,481.5,Taman Lingkungan
814041017,Taman Komplek Polri IV,Jl. Pegadegan Utara 5,Jakarta Selatan,Pancoran,,2171.7,Taman Lingkungan
814041006,Taman Jl. R. Komplek DPR,Jl Komp. DPR Raya,Jakarta Selatan,Pancoran,,2103,Taman Lingkungan
814041026,Taman Pengadegan Barat VII,Jl Pengadegan Barat VII,Jakarta Selatan,Pancoran,,304.7,Taman Lingkungan
814041015,Taman Komplek Polri II,Jl. Pegadegan Utara 5 D,Jakarta Selatan,Pancoran,,2107.5,Taman Lingkungan
814041004,Taman Belalang,Jl. Zeni AD Raya,Jakarta Selatan,Pancoran,,8378,Taman Lingkungan
814041022,Taman Komplek Zeni AD 5,Jl. Zeni AD 5,Jakarta Selatan,Pancoran,,800.1,Taman Lingkungan
814041011,Taman Komplek Zeni RW. 03,Jl. Zeni AD I,Jakarta Selatan,Pancoran,,3525.5,Taman Lingkungan
814041031,Taman Bangda,Jl Rawajati Barat,Jakarta Selatan,Pancoran,,289.3,Taman Lingkungan
814041009,Taman Dep.Transmigrasi s/d Dirjen Bangda,Jl. Duren Tiga Timur,Jakarta Selatan,Pancoran,,1587.4,Taman Lingkungan
814041025,Taman Duren Bangka II,Jl Kemang Timur 5,Jakarta Selatan,Pancoran,Duren Tiga,354,Taman Lingkungan
814041023,Taman Duren Bangka I,Jl Kemang Timur 5,Jakarta Selatan,Pancoran,Duren Tiga,1500.8,Taman Lingkungan
814041012,Taman Komplek Pertamina,Jl. Minyak Raya,Jakarta Selatan,Pancoran,Duren Tiga,510,Taman Lingkungan
814041032,Taman Buncit Asri,Jl Mampang Prapatan 15,Jakarta Selatan,Pancoran,Duren Tiga,902.7,Taman Lingkungan
814041013,Taman Jl. Raya Ps. Minggu,Jl. Raya Pasar Minggu,Jakarta Selatan,Pancoran,Duren Tiga,893,Taman Lingkungan
814041002,Taman Pulo Jl. Buncit Raya,Jl. Buncit Raya,Jakarta Selatan,Pancoran,Duren Tiga,97.3,Taman Lingkungan
814041003,Taman Pulo Jl. Buncit Wr. Jati,Jl. Buncit Raya/Jl. Warung Jati,Jakarta Selatan,Pancoran,Kalibata,59.9,Taman Lingkungan
814041001,Taman RW. 01 Jl. Megaraya,Jl. Mega Raya,Jakarta Selatan,Pancoran,Kalibata,263,Taman Lingkungan
814041021,Taman Kalibata Timur (Dpn. Kelurahan),Jl. Kalibata Timur 4,Jakarta Selatan,Pancoran,Kalibata,259.7,Taman Lingkungan
814041029,Taman Jl. Pahlawan Kalibata,Jl Pahlawan Kalibata,Jakarta Selatan,Pancoran,Kalibata,3596.6,Taman Lingkungan
814041018,Taman Pancoran Indah VII,Jl. Pancoran Indah VII,Jakarta Selatan,Pancoran,Pancoran,2305,Taman Lingkungan
814041019,Taman Pancoran Indah I,Jl Pancoran Indah I,Jakarta Selatan,Pancoran,Pancoran,1248,Taman Lingkungan
814041024,Taman Pancoran ( Segi 3 ),Jl Raya Pasar Minggu,Jakarta Selatan,Pancoran,Pancoran,475,Taman Lingkungan
814041020,Taman BSD Pancoran,Jl. Raya Ps. Minggu Utara sjjr,Jakarta Selatan,Pancoran,Pancoran,1165,Taman Lingkungan
814030023,Taman Ampera III,Jl. Ampera Raya,Jakarta Selatan,Pasar Minggu,Cilandak Timur,269,Taman Lingkungan
814030045,Taman Depan Trakindo,Jl.Cilandak KKO,Jakarta Selatan,Pasar Minggu,Cilandak Timur,552,Taman Lingkungan
814030024,Taman Ampera I,Jl. Ampera,Jakarta Selatan,Pasar Minggu,Cilandak Timur,340,Taman Lingkungan
814031011,Taman Nangka Utara,Jl. Nangka,Jakarta Selatan,Pasar Minggu,Cilandak Timur,161,Taman Lingkungan
814030046,Taman Ampera IV,Jl.Ampera Raya,Jakarta Selatan,Pasar Minggu,Cilandak Timur,928,Taman Lingkungan
814030019,Taman Segitiga Jatipadang (Kebagusan B),Jl. Jatipadang,Jakarta Selatan,Pasar Minggu,Jati Padang,120,Taman Lingkungan
814030017,Taman Perhutani,Jl. Raya Ragunan,Jakarta Selatan,Pasar Minggu,Jati Padang,2191,Taman Lingkungan
844030005,Taman Knt. Kec. Pasar Minggu,Jl. Raya Ragunan,Jakarta Selatan,Pasar Minggu,Jati Padang,2231,Taman Lingkungan
814030044,Taman Segitiga Ampera,Jl.Ampera Raya,Jakarta Selatan,Pasar Minggu,Jati Padang,421,Taman Lingkungan
814030018,Taman Segitiga Jatipadang (Kebagusan A),Jl. Jatipadang,Jakarta Selatan,Pasar Minggu,Jati Padang,46,Taman Lingkungan
814030016,Taman Karang Pola,Jl. Raya Ragunan,Jakarta Selatan,Pasar Minggu,Jati Padang,1605,Taman Lingkungan
814030027,Taman Republika Sisi Selatan,Jl. Pejaten Barat,Jakarta Selatan,Pasar Minggu,Jati Padang,360,Taman Lingkungan
814030037,Taman Seno,Jl. Kebagusan Besar III,Jakarta Selatan,Pasar Minggu,Kebagusan,407.5,Taman Lingkungan
814030012,Taman Komp. Bea Cukai,Jl. Ragunan Raya,Jakarta Selatan,Pasar Minggu,Pasar Minggu,1054.4,Taman Lingkungan
814030001,Taman AUP I & II,Jl. Sirsak,Jakarta Selatan,Pasar Minggu,Pasar Minggu,1735,Taman Lingkungan
814030010,Taman Pertanian III,Jl. Pertanian III,Jakarta Selatan,Pasar Minggu,Pasar Minggu,400,Taman Lingkungan
814030008,Taman Palapa VIII,Jl. Palapa VIII,Jakarta Selatan,Pasar Minggu,Pasar Minggu,1036.9,Taman Lingkungan
814030006,Taman Palapa VII,Jl. Palapa Raya,Jakarta Selatan,Pasar Minggu,Pasar Minggu,439,Taman Lingkungan
924030002,Taman Deptan,Jl. Sirsak,Jakarta Selatan,Pasar Minggu,Pasar Minggu,1639,Taman Lingkungan
814030004,Taman Komp. Kesehatan,Jl. Kesehatan,Jakarta Selatan,Pasar Minggu,Pasar Minggu,1405.3,Taman Lingkungan
814030013,Taman Teluk Kumai,Jl. Teluk Kumai,Jakarta Selatan,Pasar Minggu,Pasar Minggu,485,Taman Lingkungan
814030035,Taman Kejaksaan,Jl. Pasar Minggu,Jakarta Selatan,Pasar Minggu,Pasar Minggu,3021,Taman Lingkungan
814030002,"Taman Batan I,II,III",Komplek Batan,Jakarta Selatan,Pasar Minggu,Pasar Minggu,3099,Taman Lingkungan
814030009,Taman Palapa XV,Jl. Palapa XV,Jakarta Selatan,Pasar Minggu,Pasar Minggu,1392,Taman Lingkungan
814030042,Taman Bundaran Palapa III,Jl. Palapa III,Jakarta Selatan,Pasar Minggu,Pasar Minggu,288,Taman Lingkungan
814030007,Taman Palapa V,Jl. Palapa V,Jakarta Selatan,Pasar Minggu,Pasar Minggu,1458,Taman Lingkungan
814030005,Taman Palapa II,Jl. Palapa II,Jakarta Selatan,Pasar Minggu,Pasar Minggu,2952,Taman Lingkungan
814030014,Taman Teluk Sampit,Jl. Teluk Sampit,Jakarta Selatan,Pasar Minggu,Pasar Minggu,502,Taman Lingkungan
814030003,Taman Depan Robinson,Jl. Raya Pasar Minggu,Jakarta Selatan,Pasar Minggu,Pasar Minggu,447,Taman Lingkungan
814030043,Taman Ex.Kebakaran Pejaten Barat,Jl.Raya Pasar Minggu,Jakarta Selatan,Pasar Minggu,Pejaten Barat,441,Taman Lingkungan
814030028,Taman Pulau-Pulau Republika,Jl. Mampang Prapatan,Jakarta Selatan,Pasar Minggu,Pejaten Barat,360,Taman Lingkungan
814030015,Taman Republika,Jl. Pejaten Raya,Jakarta Selatan,Pasar Minggu,Pejaten Barat,2545,Taman Lingkungan
814030026,Taman Brimob,Jl. Raya Pasar Minggu,Jakarta Selatan,Pasar Minggu,Pejaten Barat,592,Taman Lingkungan
814030040,Taman Belakang Kantor Lurah Pejaten Barat,Jl. Warung Jati Timur,Jakarta Selatan,Pasar Minggu,Pejaten Barat,337,Taman Lingkungan
814030025,Taman Bangdes I & II,Jl. Raya Pasar Minggu,Jakarta Selatan,Pasar Minggu,Pejaten Barat,2216,Taman Lingkungan
814030034,Taman Jatisari,Jl. Jatisari,Jakarta Selatan,Pasar Minggu,Pejaten Timur,841.8,Taman Lingkungan
814030032,Taman Batan III / Rt 007,Jl. Komp. Batan Rt 007,Jakarta Selatan,Pasar Minggu,Pejaten Timur,1228,Taman Lingkungan
814030030,Taman Perikanan,Jl. Perikanan,Jakarta Selatan,Pasar Minggu,Pejaten Timur,1906.8,Taman Lingkungan
814030041,Taman Kompas,Jl. Raya Pasar Minggu,Jakarta Selatan,Pasar Minggu,Pejaten Timur,421,Taman Lingkungan
814030011,Taman Depan Stasiun KA Ps.Minggu,Jl. Raya Pasar Minggu,Jakarta Selatan,Pasar Minggu,Pejaten Timur,772,Taman Lingkungan
814030033,Taman Darmasari,Jl. Darmasari I,Jakarta Selatan,Pasar Minggu,Pejaten Timur,340,Taman Lingkungan
814030031,Taman Batan I / Rt 006,Jl. Komp. Batan Rt 006,Jakarta Selatan,Pasar Minggu,Pejaten Timur,1386,Taman Lingkungan
814030029,Taman Batu,Jl. Batu Arab,Jakarta Selatan,Pasar Minggu,Pejaten Timur,574,Taman Lingkungan
814030036,Taman Kupat Kumis,Jl. Kemuning Dalam II,Jakarta Selatan,Pasar Minggu,Pejaten Timur,566.6,Taman Lingkungan
814030021,Taman Segitiga KKO,Jl. Cilandak KKO,Jakarta Selatan,Pasar Minggu,Ragunan,270,Taman Lingkungan
814030022,Taman Segitiga Margasatwa,Jl. TB. Simatupang,Jakarta Selatan,Pasar Minggu,Ragunan,629,Taman Lingkungan
814030020,Taman Ampera II,Jl. Raya Ragunan,Jakarta Selatan,Pasar Minggu,Ragunan,240,Taman Lingkungan
814011002,Taman Anggrek,Jl. Anggrek,Jakarta Selatan,Pesanggrahan,Bintaro,1560,Taman Lingkungan
814011001,Taman Ex. Pasar Bintaro,Jl. Bintaro Permai,Jakarta Selatan,Pesanggrahan,Bintaro,1700,Taman Lingkungan
814011003,Taman Mertilang,Jl. Merbabu,Jakarta Selatan,Pesanggrahan,Petukangan Selatan,1081,Taman Lingkungan
31010007,REFUNGSI SPBU NO. 31-12901 Jl.Jend.Sudirman (Sisi Timur/Atmajaya),Jl.Jend.Sudirman (Sisi Timur/Atmajaya),Jakarta Selatan,Setia Budi,,2617,Taman Lingkungan
814060010,Taman Setiabudi Barat,Jl. Setiabudi I,Jakarta Selatan,Setia Budi,,117.7,Taman Lingkungan
814060013,Taman Landmark,Jl. Sudirman,Jakarta Selatan,Setia Budi,,147.3,Taman Lingkungan
814060011,Taman Setiabudi II,Jl. Setiabudi II,Jakarta Selatan,Setia Budi,,324,Taman Lingkungan
814060009,Taman Salak,Jl. Salak,Jakarta Selatan,Setia Budi,Guntur,1178.4,Taman Lingkungan
814060008,Taman Tangkuban Perahu,Jl. Tangkuban Perahu,Jakarta Selatan,Setia Budi,Guntur,7685,Taman Lingkungan
814060003,Taman H.R. Rasuna Said,Jl. H.R. Rasuna Said,Jakarta Selatan,Setia Budi,Karet,2973,Taman Lingkungan
814060001,Taman Segitiga Aini,Jl. Karet Belakang Timur,Jakarta Selatan,Setia Budi,Karet,801.2,Taman Lingkungan
814060004,Taman Flamboyan (Karet),Jl. Karet Belakang,Jakarta Selatan,Setia Budi,Karet,524.3,Taman Lingkungan
814060002,Taman Karet Belakang,Jl. Karet Belakang,Jakarta Selatan,Setia Budi,Karet,450,Taman Lingkungan
814060012,Taman Denpasar II,Jl. Denpasar II,Jakarta Selatan,Setia Budi,Kuningan Timur,1386,Taman Lingkungan
814060007,Taman Segitiga Terminal Bus,Terminal Bus Manggarai,Jakarta Selatan,Setia Budi,Pasar Manggis,210.1,Taman Lingkungan
814060005,Taman Minangkabau,Jl. Minangkabau,Jakarta Selatan,Setia Budi,Pasar Manggis,3409.9,Taman Lingkungan
814060014,Taman Bogor Lama,Pasar Manggis,Jakarta Selatan,Setia Budi,Pasar Manggis,188.2,Taman Lingkungan
814060006,Taman Unggaran,Jl. Unggaran Ujung,Jakarta Selatan,Setia Budi,Pasar Manggis,595.2,Taman Lingkungan
31010016,REFUNGSI SPBU NO. 34-12803 Jl.Lapangan Ros,Jl.Lapangan Ros,Jakarta Selatan,Tebet,,1170,Taman Lingkungan
31010006,REFUNGSI SPBU NO. 31-12801 Jl.Tebet Timur Raya,Jl.Tebet Timur Raya,Jakarta Selatan,Tebet,,2500,Taman Lingkungan
814070032,Taman Gudang Peluru Timur,Jl. Gudang Peluru Timur,Jakarta Selatan,Tebet,Kebon Baru,663.9,Taman Lingkungan
814070030,Taman Gudang Peluru Barat 1,Jl. Gudang Peluru Barat,Jakarta Selatan,Tebet,Kebon Baru,1048.1,Taman Lingkungan
814070033,Taman Angsa,Jl. Gudang Peluru Barat I,Jakarta Selatan,Tebet,Kebon Baru,896.3,Taman Lingkungan
814070031,Taman Gudang Peluru Barat 2,Jl. Gudang Peluru Barat,Jakarta Selatan,Tebet,Kebon Baru,1882.1,Taman Lingkungan
814070036,Taman Pramuka,Jl. Manggarai Utara 6,Jakarta Selatan,Tebet,Manggarai,236.4,Taman Lingkungan
814070034,Taman Manggarai,Jl. Manggarai Utara 2,Jakarta Selatan,Tebet,Manggarai,4035.6,Taman Lingkungan
814070035,Taman Manggarai Utara,Jl. Manggarai Utara 1,Jakarta Selatan,Tebet,Manggarai,1240.3,Taman Lingkungan
814070006,Taman Seno Kecil,Jl. Tebet Barat XIII,Jakarta Selatan,Tebet,Tebet Barat,310.5,Taman Lingkungan
814070016,Taman Trikora,Jl. Tebet Barat Dalam VIIIj,Jakarta Selatan,Tebet,Tebet Barat,535.8,Taman Lingkungan
814070004,Taman Petunduan,Jl. Tebet Barat VIIf,Jakarta Selatan,Tebet,Tebet Barat,262.1,Taman Lingkungan
15010002,Taman Tebet,-,Jakarta Selatan,Tebet,Tebet Barat,7329.5,Taman Lingkungan
814070014,Taman Gelora I,Jl. Tebet Barat Dalam VId,Jakarta Selatan,Tebet,Tebet Barat,705.3,Taman Lingkungan
814070002,Taman Melinjo,Jl. Tebet Barat Vib,Jakarta Selatan,Tebet,Tebet Barat,111,Taman Lingkungan
814070012,Taman Garuda (Tebet Brt),Jl. Tebet Barat Dalam IVb,Jakarta Selatan,Tebet,Tebet Barat,690,Taman Lingkungan
814070009,Taman Tawes,Jl. Tebet Barat Dalam Id,Jakarta Selatan,Tebet,Tebet Barat,931,Taman Lingkungan
814070007,Taman Seno Lama,Jl. Tebet Barat Dalam X C,Jakarta Selatan,Tebet,Tebet Barat,985.1,Taman Lingkungan
814070005,Taman Seno Baru/besar,Jl. Tebet Barat Raya,Jakarta Selatan,Tebet,Tebet Barat,3493,Taman Lingkungan
814070037,Taman Kramat,Jl. Tebet Barat Dalam IIIC,Jakarta Selatan,Tebet,Tebet Barat,458.9,Taman Lingkungan
814070015,Taman Gelora II,Jl. Tebet Barat Dalam VIj,Jakarta Selatan,Tebet,Tebet Barat,255,Taman Lingkungan
814070003,Taman Pule,Jl. Tebet Barat Vik,Jakarta Selatan,Tebet,Tebet Barat,312.6,Taman Lingkungan
814070013,Taman Tunggal,Jl. Tebet Barat Dalam VB,Jakarta Selatan,Tebet,Tebet Barat,253.6,Taman Lingkungan
814070001,Taman Tebet Barat,Jl. Tebet Barat Dalam,Jakarta Selatan,Tebet,Tebet Barat,910,Taman Lingkungan
814070010,Taman Persatuan,Jl. Tebet Barat Dalam IIC,Jakarta Selatan,Tebet,Tebet Barat,549.9,Taman Lingkungan
814070008,Taman Perdapa,Jl. Tebet Barat Dalam Ic,Jakarta Selatan,Tebet,Tebet Barat,266.1,Taman Lingkungan
814070018,Taman Mandala,Jl. Tebet Utara III,Jakarta Selatan,Tebet,Tebet Timur,1757.3,Taman Lingkungan
814070029,Taman Hasyim,Jl. Tebet Timur Dalam XE,Jakarta Selatan,Tebet,Tebet Timur,499.8,Taman Lingkungan
814070027,Taman Tebet Timur Dalam VIII M,Jl. Tebet Timur Dalam VIII M,Jakarta Selatan,Tebet,Tebet Timur,545.5,Taman Lingkungan
814070025,Taman Tebet Timur Dalam Va,Jl. Tebet Timur Dalam V a,Jakarta Selatan,Tebet,Tebet Timur,1264,Taman Lingkungan
814070023,Taman Teladan,Jl. Tebet Timur Dalam IV a,Jakarta Selatan,Tebet,Tebet Timur,295.7,Taman Lingkungan
814070021,Taman Budhi,Jl. Tebet Timur Dalam VI J,Jakarta Selatan,Tebet,Tebet Timur,746.8,Taman Lingkungan
814070019,Taman Ganefo,Jl. Tebet Utara IVg,Jakarta Selatan,Tebet,Tebet Timur,121,Taman Lingkungan
814070017,Taman Berdikari (Tebet Tmr),Jl. Tebet Utara IIc,Jakarta Selatan,Tebet,Tebet Timur,1679.2,Taman Lingkungan
814070028,Taman Tebet Timur Dalam IX A,Jl. Tebet Timur Dalam IX A,Jakarta Selatan,Tebet,Tebet Timur,65.9,Taman Lingkungan
814070026,Taman Nilam,Jl. Tebet Timur Dalam VIII,Jakarta Selatan,Tebet,Tebet Timur,1456,Taman Lingkungan
814070024,Taman Hasbah,Jl. Tebet Timur Dalam VA,Jakarta Selatan,Tebet,Tebet Timur,539,Taman Lingkungan
814070022,Taman Marathon,Jl. Tebet Timur Dalam I b,Jakarta Selatan,Tebet,Tebet Timur,720.2,Taman Lingkungan
814070020,Taman Bhakti (Tebet Tmr),Jl. Tebet Timur IIe,Jakarta Selatan,Tebet,Tebet Timur,319.5,Taman Lingkungan
815060007,Taman Kec Cakung,Jl. Bekasi Raya,Jakarta Timur,Cakung,Cakung Barat,2500,Taman Lingkungan
815060008,Taman Elang Bondol (Cakung Brt),Jl. Bekasi Raya,Jakarta Timur,Cakung,Cakung Barat,1050,Taman Lingkungan
